Lloyd Doggettnew|2016-02-21|44042
Lloyd Doggettnew|2016-02-22|787457
Lloyd Doggettnew|2016-02-23|919007
Lloyd Doggettnew|2016-02-24|1040364
Lloyd Doggettnew|2016-02-25|74788
Lloyd Doggettnew|2016-02-26|621934
Lloyd Doggettnew|2016-02-27|23514
Lloyd Doggettnew|2016-02-28|42501
Lloyd Doggettnew|2016-02-29|602894
Lloyd Doggettnew|2016-03-01|187985
Lloyd Doggettnew|2016-03-02|722035
Lloyd Doggettnew|2016-03-03|478520
Lloyd Doggettnew|2016-03-04|83250
Lloyd Doggettnew|2016-03-05|24320
Lloyd Doggettnew|2016-03-06|1382
