Eric Swalwellnew|2016-02-17|629065
Eric Swalwellnew|2016-02-18|514974
Eric Swalwellnew|2016-02-19|884771
Eric Swalwellnew|2016-02-20|155702
Eric Swalwellnew|2016-02-21|44042
Eric Swalwellnew|2016-02-22|787457
Eric Swalwellnew|2016-02-23|919007
Eric Swalwellnew|2016-02-24|1040364
Eric Swalwellnew|2016-02-25|74788
Eric Swalwellnew|2016-02-26|621934
Eric Swalwellnew|2016-02-27|23514
Eric Swalwellnew|2016-02-28|42501
Eric Swalwellnew|2016-02-29|602894
Eric Swalwellnew|2016-03-01|187985
Eric Swalwellnew|2016-03-02|722035
